OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
4162400,TONI&GUY HAIRDRESSING  ACADEMY,NM,871104404,Proprietary,15,15,"$41,728.00 ",15,"$22,614.00 ",20,20,"$93,230.00 ",20,"$48,612.00 ",-,-, -,-, -,2,2,"$10,340.00 ",2,"$5,170.00 ",-,-, -,-, -
4162500,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,FL,330236720,Proprietary,162,162,"$418,521.00 ",182,"$228,977.00 ",191,191,"$764,423.00 ",216,"$407,338.00 ",-,-, -,-, -,19,19,"$79,410.00 ",20,"$42,155.00 ",-,-, -,-, -
4162700,ERIC FISHER ACADEMY,KS,672123376,Proprietary,21,21,"$62,744.00 ",25,"$34,022.00 ",24,25,"$86,935.00 ",31,"$45,845.00 ",-,-, -,-, -,4,4,"$15,355.00 ",7,"$11,807.00 ",-,-, -,-, -
4162800,PAUL MITCHELL THE SCHOOL MODESTO,CA,953501440,Proprietary,11,11,"$35,576.00 ",11,"$17,788.00 ",11,11,"$36,775.00 ",11,"$18,385.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4163000,SUMMIT SALON ACADEMY,FL,336246321,Proprietary,17,17,"$49,364.00 ",19,"$26,807.00 ",17,17,"$59,013.00 ",20,"$30,671.00 ",-,-, -,-, -,4,4,"$35,935.00 ",5,"$21,209.00 ",-,-, -,-, -
4163100,SUMMIT SALON ACADEMY - GAINESVILLE,FL,326071672,Proprietary,13,13,"$37,500.00 ",15,"$20,250.00 ",15,15,"$49,271.00 ",18,"$29,968.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4163200,TENAJ SALON INSTITUTE,FL,321629311,Proprietary,51,51,"$147,250.00 ",51,"$86,000.00 ",51,51,"$222,323.00 ",51,"$125,573.00 ",-,-, -,-, -,3,3,"$37,697.00 ",3,"$18,848.00 ",-,-, -,-, -
4163300,COMPASS COLLEGE OF CINEMATIC ARTS,MI,495034227,Private-Nonprofit,36,36,"$146,065.00 ",39,"$38,436.00 ",36,36,"$111,846.00 ",38,"$29,747.00 ",-,-, -,-, -,5,5,"$36,885.00 ",5,"$9,222.00 ",-,-, -,-, -
4163700,BITTERROOT SCHOOL OF COSMETOLOGY,MT,598403118,Proprietary,2,2,"$7,000.00 ",2,"$3,500.00 ",2,2,"$8,000.00 ",2,"$4,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4164100,MONTANA ACADEMY OF SALONS,MT,594050000,Proprietary,16,16,"$50,453.00 ",20,"$29,991.00 ",19,21,"$78,046.00 ",28,"$48,493.00 ",-,-, -,-, -,2,2,"$12,800.00 ",3,"$9,700.00 ",-,-, -,-, -
4164400,ANGELES INSTITUTE,CA,907016610,Proprietary,37,37,"$124,618.00 ",50,"$85,818.00 ",35,35,"$167,024.00 ",47,"$105,719.00 ",-,-, -,-, -,6,6,"$45,601.00 ",8,"$26,230.00 ",-,-, -,-, -
4165000,MERIDIAN INSTITUTE OF SURGICAL ASSISTING,TN,372180000,Proprietary,96,96,"$238,082.00 ",96,"$115,843.00 ",115,115,"$566,585.00 ",116,"$274,128.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4165300,PAUL MITCHELL THE SCHOOL MILWAUKEE,WI,530725524,Proprietary,23,23,"$80,000.00 ",23,"$40,000.00 ",23,23,"$110,254.00 ",23,"$55,126.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4165500,ACAYDIA SPA AND SCHOOL OF AESTHETICS,UT,846010000,Proprietary,15,15,"$42,166.00 ",18,"$23,332.00 ",14,14,"$39,914.00 ",18,"$22,373.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4165800,SALON PROFESSIONAL ACADEMY (THE),TX,750672348,Proprietary,16,16,"$48,586.00 ",16,"$25,172.00 ",20,24,"$113,418.00 ",24,"$56,711.00 ",-,-, -,-, -,2,2,"$21,376.00 ",2,"$10,688.00 ",-,-, -,-, -
4165900,PAUL MITCHELL THE SCHOOL FRESNO,CA,937107617,Proprietary,21,21,"$71,750.00 ",21,"$36,750.00 ",21,21,"$96,223.00 ",21,"$49,611.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4166700,SUMMIT SALON ACADEMY,IN,460132832,Proprietary,20,20,"$63,832.00 ",22,"$34,916.00 ",17,17,"$62,780.00 ",19,"$35,392.00 ",-,-, -,-, -,1,1,"$6,860.00 ",1,"$3,430.00 ",-,-, -,-, -
4166800,SUMMIT SALON ACADEMY,OH,455510000,Proprietary,4,4,"$16,752.00 ",4,"$8,376.00 ",3,3,"$18,000.00 ",3,"$9,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4167000,PAUL MITCHELL THE SCHOOL TEMECULA,CA,925914663,Proprietary,32,32,"$112,000.00 ",32,"$56,000.00 ",31,31,"$121,060.00 ",31,"$60,526.00 ",-,-, -,-, -,4,4,"$39,025.00 ",4,"$19,512.00 ",-,-, -,-, -
4167100,AVEDA INSTITUTE DENVER,CO,802020000,Proprietary,47,47,"$140,309.00 ",49,"$73,277.00 ",59,59,"$240,397.00 ",62,"$123,692.00 ",-,-, -,-, -,14,14,"$110,414.00 ",15,"$57,663.00 ",-,-, -,-, -
4167200,GEISINGER COMMONWEALTH SCHOOL OF MEDICINE,PA,185093240,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,309,309,"$10,785,486.00 ",309,"$5,128,117.00 ",-,-, -,-, -,236,240,"$7,690,570.00 ",241,"$3,544,603.00 "
4167300,SALON PROFESSIONAL ACADEMY (THE),FL,339071015,Proprietary,14,14,"$42,822.00 ",15,"$22,072.00 ",14,14,"$52,527.00 ",15,"$26,194.00 ",-,-, -,-, -,4,4,"$28,800.00 ",5,"$15,600.00 ",-,-, -,-, -
4167400,SAGE SCHOOL OF MASSAGE & ESTHETICS,OR,977034082,Proprietary,4,4,"$10,178.00 ",4,"$5,089.00 ",8,8,"$39,975.00 ",8,"$19,986.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4167800,INNOVATIONS DESIGN ACADEMY,IL,615202625,Proprietary,2,2,"$7,000.00 ",2,"$3,500.00 ",2,2,"$8,000.00 ",2,"$4,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4168700,PELOTON COLLEGE,TX,752061815,Proprietary,34,34,"$119,000.00 ",34,"$59,500.00 ",38,39,"$214,177.00 ",39,"$107,090.00 ",-,-, -,-, -,1,1,"$3,250.00 ",1,"$1,625.00 ",-,-, -,-, -
4168900,HOLISTIC MASSAGE TRAINING INSTITUTE,MD,212184220,Proprietary,1,1,"$3,150.00 ",1,"$1,575.00 ",1,1,"$5,400.00 ",1,"$2,700.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4169000,SALON & SPA INSTITUTE,TX,785208809,Proprietary,2,2,"$6,000.00 ",2,"$3,000.00 ",5,5,"$14,002.00 ",5,"$7,001.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4169100,DIAMONDS COSMETOLOGY COLLEGE,TX,750902657,Proprietary,7,7,"$22,152.00 ",7,"$11,076.00 ",6,6,"$30,199.00 ",6,"$15,100.00 ",-,-, -,-, -,1,1,"$9,150.00 ",1,"$4,575.00 ",-,-, -,-, -
4169400,NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC MASSAGE,VA,220424302,Proprietary,11,11,"$25,663.00 ",11,"$12,837.00 ",12,13,"$50,333.00 ",13,"$25,167.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4169700,UNITEK COLLEGE,CA,945383185,Proprietary,360,360,"$1,281,386.00 ",360,"$641,458.00 ",410,411,"$1,899,486.00 ",411,"$949,939.00 ",-,-, -,-, -,34,34,"$315,624.00 ",34,"$157,819.00 ",-,-, -,-, -
4169800,GURNICK ACADEMY OF MEDICAL ARTS,CA,944031849,Proprietary,388,388,"$1,351,037.00 ",388,"$677,227.00 ",415,415,"$2,123,643.00 ",415,"$1,063,828.00 ",-,-, -,-, -,29,29,"$276,887.00 ",29,"$141,562.00 ",-,-, -,-, -
4169900,AMERICAN BEAUTY ACADEMY,UT,846510000,Proprietary,9,9,"$31,497.00 ",9,"$15,749.00 ",8,8,"$38,662.00 ",8,"$19,331.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4170100,SUMMIT SALON ACADEMY,WA,984097360,Proprietary,20,20,"$83,436.00 ",20,"$41,718.00 ",19,19,"$95,501.00 ",20,"$47,750.00 ",-,-, -,-, -,1,1,"$3,360.00 ",1,"$1,680.00 ",-,-, -,-, -
4170200,PAUL MITCHELL THE SCHOOL COLORADO SPRINGS,CO,809030000,Proprietary,20,20,"$55,748.00 ",22,"$29,297.00 ",22,22,"$79,786.00 ",24,"$41,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4170300,BEAUTY ACADEMY OF SOUTH FLORIDA,FL,330162421,Proprietary,22,22,"$62,164.00 ",22,"$31,077.00 ",23,23,"$92,972.00 ",23,"$46,482.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4170600,SALON PROFESSIONAL ACADEMY (THE),MO,633011021,Proprietary,8,8,"$27,000.00 ",8,"$13,500.00 ",9,10,"$46,833.00 ",10,"$23,417.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4170700,PAUL MITCHELL THE SCHOOL ST LOUIS,MO,631081554,Proprietary,36,36,"$118,809.00 ",36,"$60,279.00 ",43,43,"$156,689.00 ",43,"$79,842.00 ",-,-, -,-, -,11,11,"$136,341.00 ",11,"$68,170.00 ",-,-, -,-, -
4171000,ADVANCED TRAINING INSTITUTE,NV,891181519,Proprietary,76,76,"$227,725.00 ",77,"$114,299.00 ",84,86,"$401,048.00 ",87,"$201,526.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4171100,PAUL MITCHELL THE SCHOOL - DELAWARE,DE,197025108,Proprietary,14,14,"$48,000.00 ",14,"$24,000.00 ",15,15,"$61,666.00 ",15,"$30,832.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4171400,AVEDA INSTITUTE PORTLAND,OR,972093144,Proprietary,35,35,"$104,737.00 ",35,"$52,364.00 ",36,36,"$129,106.00 ",37,"$64,549.00 ",-,-, -,-, -,2,2,"$19,125.00 ",3,"$9,562.00 ",-,-, -,-, -
4172700,SALON PROFESSIONAL ACADEMY (THE),IN,477157822,Proprietary,22,22,"$70,054.00 ",23,"$36,527.00 ",28,29,"$97,021.00 ",30,"$48,630.00 ",-,-, -,-, -,4,4,"$30,545.00 ",4,"$15,273.00 ",-,-, -,-, -
4173000,SHEPHERDS THEOLOGICAL SEMINARY,NC,275189316,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,11,11,"$145,080.00 ",11,"$72,480.00 ",-,-, -,-, -,-,-, -,-, -
4173200,TAYLOR ANDREWS ACADEMY OF HAIR DESIGN,UT,840886577,Proprietary,29,29,"$90,587.00 ",30,"$45,543.00 ",30,30,"$122,703.00 ",32,"$62,767.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4173500,MORENO VALLEY COLLEGE,CA,925512204,Public,6,6,"$21,000.00 ",6,"$10,500.00 ",4,4,"$19,500.00 ",4,"$9,750.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4173700,GRACE COLLEGE OF DIVINITY,NC,283142343,Private-Nonprofit,9,9,"$36,315.00 ",9,"$18,158.00 ",12,12,"$61,500.00 ",12,"$30,750.00 ",3,3,"$61,500.00 ",3,"$30,750.00 ",-,-, -,-, -,-,-, -,-, -
4173800,SALON PROFESSIONAL ACADEMY (THE),CO,809182932,Proprietary,15,15,"$38,935.00 ",16,"$20,776.00 ",19,19,"$73,782.00 ",20,"$39,172.00 ",-,-, -,-, -,1,1,"$5,000.00 ",1,"$2,500.00 ",-,-, -,-, -
4173900,EVOLVE BEAUTY ACADEMY,MO,630904507,Proprietary,7,7,"$23,500.00 ",7,"$11,750.00 ",7,7,"$18,000.00 ",9,"$9,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4174100,PAUL MITCHELL THE SCHOOL PHOENIX,AZ,850171919,Proprietary,16,16,"$54,800.00 ",16,"$27,400.00 ",17,17,"$68,543.00 ",17,"$34,267.00 ",-,-, -,-, -,1,1,"$12,000.00 ",1,"$6,000.00 ",-,-, -,-, -
4174200,ALL BEAUTY COLLEGE,AZ,864092561,Proprietary,2,2,"$5,598.00 ",2,"$2,800.00 ",3,3,"$12,124.00 ",3,"$6,063.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4174500,AVEDA INSTITUTE OF NEW MEXICO (THE),NM,871041160,Proprietary,6,6,"$18,666.00 ",6,"$9,332.00 ",9,9,"$40,001.00 ",9,"$20,000.00 ",-,-, -,-, -,1,1,"$8,906.00 ",1,"$4,296.00 ",-,-, -,-, -
4174800,AMERICAN TRADE SCHOOL,MO,630741807,Proprietary,15,15,"$52,500.00 ",30,"$35,010.00 ",16,16,"$77,395.00 ",32,"$51,598.00 ",-,-, -,-, -,1,1,"$4,280.00 ",2,"$2,854.00 ",-,-, -,-, -
4174900,ESTELLE INTERNATIONAL,IL,600779945,Proprietary,23,23,"$67,091.00 ",23,"$33,534.00 ",25,25,"$112,396.00 ",25,"$56,192.00 ",-,-, -,-, -,1,1,"$7,935.00 ",1,"$3,967.00 ",-,-, -,-, -
4175000,UNIVERSAL SPA TRAINING ACADEMY,IL,605150000,Proprietary,7,7,"$20,419.00 ",7,"$10,213.00 ",9,9,"$40,832.00 ",9,"$20,417.00 ",-,-, -,-, -,1,1,"$11,813.00 ",1,"$5,907.00 ",-,-, -,-, -
4175100,PAUL MITCHELL THE SCHOOL HONOLULU,HI,968162433,Proprietary,16,16,"$57,000.00 ",16,"$28,500.00 ",13,13,"$68,777.00 ",13,"$34,800.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4175200,PAUL MITCHELL THE SCHOOL EAST BAY,CA,945235515,Proprietary,18,18,"$63,000.00 ",18,"$31,500.00 ",21,21,"$96,500.00 ",21,"$48,250.00 ",-,-, -,-, -,5,5,"$61,081.00 ",5,"$30,540.00 ",-,-, -,-, -
4175300,PENROSE ACADEMY,AZ,852544065,Proprietary,21,21,"$53,132.00 ",23,"$27,063.00 ",25,25,"$80,188.00 ",28,"$41,342.00 ",-,-, -,-, -,3,3,"$24,756.00 ",3,"$12,377.00 ",-,-, -,-, -
4175400,ELITE COSMETOLOGY SCHOOL,CA,922842860,Proprietary,19,19,"$60,878.00 ",21,"$33,084.00 ",18,18,"$56,362.00 ",22,"$31,665.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4175900,GEISINGER-LEWISTOWN HOSPITAL SCHOOL OF NURSING,PA,170441167,Private-Nonprofit,22,22,"$85,205.00 ",22,"$28,405.00 ",29,31,"$166,295.00 ",31,"$55,435.00 ",-,-, -,-, -,4,4,"$49,500.00 ",4,"$16,500.00 ",-,-, -,-, -
4176300,BERGIN UNIVERSITY OF CANINE STUDIES,CA,949519671,Private-Nonprofit,4,4,"$13,601.00 ",4,"$6,801.00 ",3,3,"$20,419.00 ",3,"$10,210.00 ",7,7,"$96,438.00 ",7,"$48,219.00 ",-,-, -,-, -,2,2,"$35,620.00 ",2,"$17,811.00 "
4176500,ESMT EUROPEAN SCHOOL OF MANAGEMENT AND TECHNOLOGY GMBH,,10178,Foreign-Private,-,-, -,-, -,-,-, -,-, -,3,3,"$61,500.00 ",3,"$30,750.00 ",-,-, -,-, -,2,2,"$71,345.00 ",2,"$35,673.00 "
4176700,AVEDA INSTITUTE BOISE,ID,837044406,Proprietary,8,8,"$22,506.00 ",10,"$13,407.00 ",9,9,"$26,310.00 ",12,"$17,309.00 ",-,-, -,-, -,2,2,"$28,675.00 ",2,"$14,337.00 ",-,-, -,-, -
4177100,PIMA MEDICAL INSTITUTE,CO,800123690,Proprietary,173,173,"$567,230.00 ",183,"$299,324.00 ",199,219,"$919,137.00 ",231,"$490,378.00 ",-,-, -,-, -,17,17,"$119,255.00 ",17,"$59,887.00 ",-,-, -,-, -
4177300,OHIO MEDICAL CAREER COLLEGE,OH,454174094,Proprietary,49,49,"$147,504.00 ",69,"$88,262.00 ",55,55,"$233,805.00 ",77,"$134,937.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4177400,CAPILO SCHOOL OF HAIR DESIGN,ME,43300000,Proprietary,5,5,"$13,100.00 ",5,"$6,550.00 ",2,2,"$8,000.00 ",2,"$4,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4177500,PURE AESTHETICS NATURAL SKINCARE SCHOOL,AZ,857163823,Proprietary,11,11,"$25,663.00 ",11,"$12,826.00 ",12,12,"$45,333.00 ",12,"$22,666.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4177900,BUCKNER BARBER SCHOOL,TX,752171775,Proprietary,5,5,"$16,333.00 ",5,"$8,167.00 ",7,7,"$36,195.00 ",7,"$19,598.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4178100,CAROLINA COLLEGE OF HAIR DESIGN,NC,288062711,Proprietary,4,4,"$13,500.00 ",4,"$6,750.00 ",2,2,"$12,000.00 ",2,"$6,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4178200,VOGUE COLLEGE - SAN ANTONIO,TX,782015035,Proprietary,26,26,"$74,248.00 ",29,"$40,617.00 ",29,29,"$125,365.00 ",33,"$69,181.00 ",-,-, -,-, -,2,2,"$8,384.00 ",2,"$4,192.00 ",-,-, -,-, -
4178300,VOGUE COLLEGE OF COSMETOLOGY,TX,782384402,Proprietary,12,12,"$37,620.00 ",14,"$21,403.00 ",12,12,"$66,166.00 ",13,"$34,540.00 ",-,-, -,-, -,1,1,"$9,000.00 ",1,"$4,500.00 ",-,-, -,-, -
4178400,VOGUE COLLEGE OF COSMETOLOGY,TX,785011945,Proprietary,30,30,"$92,500.00 ",31,"$47,744.00 ",32,32,"$126,003.00 ",34,"$65,225.00 ",-,-, -,-, -,3,3,"$11,240.00 ",3,"$5,620.00 ",-,-, -,-, -
4178500,VOGUE COLLEGE OF COSMETOLOGY,NM,875057636,Proprietary,5,5,"$16,333.00 ",5,"$8,166.00 ",5,5,"$16,000.00 ",5,"$8,000.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4178700,ATELIER ESTHETIQUE INSTITUTE OF ESTHETICS,NY,100016700,Proprietary,13,13,"$28,447.00 ",14,"$15,305.00 ",22,22,"$94,982.00 ",25,"$53,955.00 ",-,-, -,-, -,2,2,"$16,550.00 ",3,"$13,250.00 ",-,-, -,-, -
4179100,VERVE COLLEGE,IL,605231234,Proprietary,42,42,"$115,194.00 ",47,"$60,722.00 ",47,47,"$249,424.00 ",52,"$129,212.00 ",-,-, -,-, -,1,1,"$8,348.00 ",1,"$4,174.00 ",-,-, -,-, -
4179200,ADVANCED COLLEGE OF COSMETOLOGY,WI,539630000,Proprietary,12,12,"$42,000.00 ",12,"$21,000.00 ",13,13,"$57,500.00 ",13,"$28,750.00 ",-,-, -,-, -,4,4,"$38,259.00 ",4,"$19,128.00 ",-,-, -,-, -
4179800,SOTHEBY'S INSTITUTE OF ART - NY,NY,100226717,Proprietary,-,-, -,-, -,-,-, -,-, -,14,14,"$246,066.00 ",15,"$132,929.00 ",-,-, -,-, -,7,7,"$229,616.00 ",7,"$114,808.00 "
4179900,TOMORROW'S IMAGE BARBER & BEAUTY ACADEMY OF VIRGINIA,VA,236083900,Proprietary,3,3,"$9,640.00 ",3,"$4,820.00 ",4,4,"$15,594.00 ",4,"$8,844.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4180000,CINTA AVEDA INSTITUTE,CA,941083204,Proprietary,32,32,"$87,327.00 ",32,"$43,654.00 ",38,38,"$175,998.00 ",38,"$87,997.00 ",-,-, -,-, -,2,2,"$22,985.00 ",2,"$11,492.00 ",-,-, -,-, -
4180200,LONG ISLAND NAIL SKIN & HAIR INSTITUTE,NY,117561316,Proprietary,5,5,"$11,665.00 ",5,"$5,835.00 ",7,7,"$27,595.00 ",7,"$13,799.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4180600,APPALACHIAN COLLEGE OF PHARMACY,VA,246319210,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,112,112,"$3,472,173.00 ",112,"$1,746,213.00 ",-,-, -,-, -,89,89,"$1,374,581.00 ",89,"$696,145.00 "
4181200,SOUTHERN CALIFORNIA HEALTH INSTITUTE (SOCHI),CA,913353100,Proprietary,28,28,"$96,800.00 ",28,"$48,400.00 ",32,32,"$207,200.00 ",32,"$103,600.00 ",-,-, -,-, -,1,1,"$4,132.00 ",1,"$2,066.00 ",-,-, -,-, -
4181600,INTEGRITY COLLEGE OF HEALTH,CA,911042300,Proprietary,10,10,"$33,833.00 ",10,"$16,915.00 ",11,11,"$58,244.00 ",11,"$29,121.00 ",-,-, -,-, -,1,1,"$7,700.00 ",1,"$3,850.00 ",-,-, -,-, -
4182100,FIRST CLASS COSMETOLOGY SCHOOL,WI,525110000,Proprietary,2,2,"$5,583.00 ",3,"$4,417.00 ",4,4,"$18,235.00 ",5,"$9,840.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4182200,HAWAII MEDICAL COLLEGE,HI,968143518,Proprietary,94,94,"$298,156.00 ",97,"$119,607.00 ",98,98,"$450,331.00 ",101,"$180,671.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4182600,HCI COLLEGE,FL,334095189,Proprietary,217,226,"$709,622.00 ",286,"$428,687.00 ",236,239,"$1,265,366.00 ",299,"$754,464.00 ",-,-, -,-, -,10,10,"$89,470.00 ",12,"$51,367.00 ",-,-, -,-, -
4183100,WASHINGTON BARBER COLLEGE,AR,722093820,Proprietary,4,4,"$14,000.00 ",4,"$7,000.00 ",4,4,"$12,000.00 ",5,"$7,250.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4183300,ABCOTT INSTITUTE,MI,480755227,Proprietary,25,25,"$78,007.00 ",25,"$40,675.00 ",25,25,"$148,693.00 ",25,"$74,347.00 ",-,-, -,-, -,2,2,"$14,899.00 ",2,"$7,450.00 ",-,-, -,-, -
4183400,SALON PROFESSIONAL ACADEMY (THE),AR,721202404,Proprietary,6,6,"$19,833.00 ",6,"$9,917.00 ",16,22,"$80,664.00 ",22,"$40,336.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4183600,SALON PROFESSIONAL ACADEMY OF KENOSHA (THE),WI,531424950,Proprietary,7,7,"$24,500.00 ",7,"$12,250.00 ",10,10,"$56,583.00 ",10,"$28,292.00 ",-,-, -,-, -,1,1,"$7,500.00 ",1,"$3,750.00 ",-,-, -,-, -
4183900,CETYS UNIVERSIDAD,,21259,Foreign-Private,38,38,"$169,300.00 ",39,"$85,450.00 ",44,45,"$140,680.00 ",45,"$65,388.00 ",9,9,"$45,200.00 ",9,"$11,700.00 ",-,-, -,-, -,-,-, -,-, -
4184000,PAUL MITCHELL THE SCHOOL INDIANAPOLIS,IN,462276252,Proprietary,5,5,"$14,113.00 ",5,"$7,056.00 ",8,8,"$30,942.00 ",8,"$15,469.00 ",-,-, -,-, -,2,2,"$16,300.00 ",2,"$8,150.00 ",-,-, -,-, -
4184200,TAYLOR ANDREWS ACADEMY-ST. GEORGE,UT,847902636,Proprietary,12,12,"$33,272.00 ",13,"$16,948.00 ",13,14,"$46,195.00 ",15,"$23,185.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4184500,CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY,NJ,70589589,Proprietary,16,16,"$40,244.00 ",16,"$20,122.00 ",26,26,"$105,863.00 ",26,"$52,925.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4184700,PROTEGE ACADEMY,MI,488238660,Proprietary,22,22,"$67,468.00 ",23,"$35,236.00 ",26,26,"$101,373.00 ",27,"$52,487.00 ",-,-, -,-, -,7,7,"$35,098.00 ",7,"$17,551.00 ",-,-, -,-, -
4185000,COLORADO ACADEMY OF VETERINARY TECHNOLOGY,CO,809064944,Proprietary,27,28,"$112,906.00 ",46,"$70,527.00 ",31,36,"$144,189.00 ",61,"$94,798.00 ",-,-, -,-, -,2,2,"$8,500.00 ",4,"$5,666.00 ",-,-, -,-, -
4185100,NORTHEAST TECHNICAL INSTITUTE,ME,40740000,Proprietary,14,14,"$47,248.00 ",14,"$23,624.00 ",16,16,"$92,302.00 ",16,"$46,151.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4185500,BEVERLY HILLS DESIGN INSTITUTE,CA,902113235,Proprietary,2,2,"$9,000.00 ",4,"$6,000.00 ",3,3,"$21,500.00 ",5,"$11,166.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4185600,MEDICAL ALLIED CAREER CENTER,CA,906704710,Proprietary,28,28,"$95,930.00 ",28,"$47,965.00 ",28,28,"$149,240.00 ",28,"$74,620.00 ",-,-, -,-, -,1,1,"$7,500.00 ",1,"$3,750.00 ",-,-, -,-, -
4185900,ELITE SCHOOL OF COSMETOLOGY,OH,448572714,Proprietary,24,24,"$72,122.00 ",24,"$36,941.00 ",24,24,"$98,669.00 ",26,"$50,421.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4186300,PAUL MITCHELL THE SCHOOL LAS VEGAS,NV,891238014,Proprietary,17,17,"$58,924.00 ",18,"$30,972.00 ",22,23,"$106,258.00 ",24,"$54,569.00 ",-,-, -,-, -,1,1,"$12,968.00 ",1,"$6,484.00 ",-,-, -,-, -
4186600,SUMMIT SALON ACADEMY KOKOMO,IN,469016248,Proprietary,20,20,"$66,000.00 ",22,"$36,750.00 ",16,16,"$55,499.00 ",20,"$30,083.00 ",-,-, -,-, -,1,1,"$7,117.00 ",1,"$3,559.00 ",-,-, -,-, -
4186900,"INTERNATIONAL COLLEGE OF BEAUTY, ARTS & SCIENCES",CA,900391012,Proprietary,-,-, -,-, -,1,1,"$1,333.00 ",1,$666.00 ,-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4187200,NEW BEGINNING COLLEGE OF COSMETOLOGY,AL,359510000,Proprietary,19,19,"$50,020.00 ",22,"$26,770.00 ",17,17,"$58,412.00 ",19,"$29,543.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4187400,JOHN AMICO SCHOOL OF HAIR DESIGN,IL,604522501,Proprietary,14,14,"$43,335.00 ",14,"$21,664.00 ",14,14,"$57,714.00 ",14,"$28,854.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4187700,CREVIER'S SCHOOL OF COSMETOLOGY,MT,599014402,Proprietary,4,4,"$14,000.00 ",4,"$7,000.00 ",5,5,"$20,556.00 ",5,"$10,278.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
4187800,CYBERTEX INSTITUTE OF TECHNOLOGY,TX,787523825,Proprietary,41,41,"$119,244.00 ",41,"$59,630.00 ",45,45,"$209,640.00 ",45,"$104,828.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
